,國文檢定_code,英文檢定_code,數學檢定_code,社會檢定_code,自然檢定_code,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,學校名稱_code,學校名稱_encoded,學系名稱_trim,學系代碼,國文採計,英文採計,數學採計,社會採計,自然採計,自設科目組合_code,自設科目組合倍率,unitier,預定甄試人數,甄試費用,口試佔比,書審佔比,cluster
722,50,50,0,0,0,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,51,國立臺北大學,應用外語學系(飛鳶組),099252,0.0,0.0,0.0,0.0,0.0,24,0.0,2,3,1000,0.45,0.45,3
887,0,50,50,0,50,-3.4011973816621555,-0.8450980400142568,-0.7781512503836436,-3.4011973816621555,-1.0,51,國立臺北大學,通訊工程學系(飛鳶組),099312,0.0,0.0,0.0,0.0,0.0,24,0.0,3,6,800,0.0,0.7,1
1092,0,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-1.0,51,國立臺北大學,通訊工程學系,099302,0.0,0.0,0.0,0.0,0.0,24,0.0,2,75,950,0.0,0.5,1
1111,50,0,0,50,0,-0.8450980400142568,-3.4011973816621555,-3.4011973816621555,-0.7781512503836436,-3.4011973816621555,51,國立臺北大學,歷史學系(飛鳶組),099272,0.0,0.0,0.0,0.0,0.0,24,0.0,2,6,500,0.45,0.45,2
1118,50,50,0,75,0,-0.6989700043360189,-0.7781512503836436,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,51,國立臺北大學,歷史學系,099262,0.0,0.0,0.0,0.0,0.0,24,0.0,2,51,1400,0.3,0.3,2
671,0,50,50,0,50,-3.4011973816621555,-0.7781512503836436,-0.47712125471966244,-3.4011973816621555,-0.7781512503836436,51,國立臺北大學,資訊工程學系,099282,0.0,0.0,0.0,0.0,0.0,24,0.0,3,96,1000,0.0,0.5,1
761,0,50,50,0,50,-3.4011973816621555,-1.0,-1.0,-3.4011973816621555,-1.0,51,國立臺北大學,資訊工程學系(APCS組),099292,0.0,0.0,0.0,0.0,0.0,24,0.0,1,12,1000,0.0,0.4,1
864,0,50,50,0,50,-3.4011973816621555,-0.8450980400142568,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,51,國立臺北大學,電機工程學系,099322,0.0,0.0,0.0,0.0,0.0,24,0.0,2,72,800,0.0,0.7,1
1371,0,50,50,0,50,-3.4011973816621555,-0.8450980400142568,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,51,國立臺北大學,電機工程學系(飛鳶組),099332,0.0,0.0,0.0,0.0,0.0,24,0.0,2,3,800,0.0,0.7,1
688,0,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,音樂學系,100392,0.0,0.0,0.0,0.0,0.0,24,0.0,3,405,0,0.0,0.0,7
743,25,12,0,25,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,52,國立嘉義大學,視覺藝術學系,100402,0.0,0.0,0.0,0.0,0.0,24,0.0,2,60,1000,0.2,0.2,2
798,0,50,50,0,50,-3.4011973816621555,-0.7781512503836436,-0.9030899869919435,-3.4011973816621555,-0.47712125471966244,52,國立嘉義大學,食品科學系,100332,0.0,0.0,0.0,0.0,0.0,24,0.0,1,54,1000,0.25,0.25,1
1150,0,50,0,0,50,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,52,國立嘉義大學,獸醫學系,100382,5.0,6.25,5.0,0.0,6.25,4,5.0,2,72,600,0.0,0.7,1
1279,0,0,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,植物醫學系,100232,3.0,4.5,3.0,0.0,4.5,6,3.0,2,54,1000,0.25,0.25,7
820,50,75,50,50,0,-0.9030899869919435,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,輔導與諮商學系,100022,0.0,0.0,0.0,0.0,0.0,24,0.0,2,72,1000,0.4,0.2,7
1234,25,25,50,0,0,-0.9030899869919435,-0.7781512503836436,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,體育與健康休閒學系,100412,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,1000,0.25,0.25,4
437,0,0,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,農藝學系,100162,3.0,4.5,3.0,0.0,4.5,4,3.0,2,60,1000,0.25,0.25,7
1093,0,0,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,生化科技學系,100362,0.0,4.5,0.0,0.0,4.5,19,3.0,2,66,600,0.0,0.5,7
1162,0,12,0,0,12,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,生物農業科技學系,100212,3.0,4.5,3.0,0.0,4.5,4,3.0,2,51,1000,0.3,0.2,7
388,0,50,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,動物科學系,100202,3.0,3.75,3.0,0.0,3.75,4,3.0,1,66,1000,0.3,0.3,7
411,0,25,0,0,25,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-0.6989700043360189,52,國立嘉義大學,微生物免疫與生物藥學系,100372,0.0,4.5,0.0,0.0,4.5,19,3.0,1,60,600,0.0,0.75,1
562,0,25,25,0,25,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,52,國立嘉義大學,水生生物科學系,100342,0.0,0.0,0.0,0.0,0.0,24,0.0,1,57,1000,0.25,0.25,1
669,0,0,0,0,12,-0.9030899869919435,-0.7781512503836436,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,52,國立嘉義大學,森林暨自然資源學系,100182,0.0,0.0,0.0,0.0,0.0,24,0.0,3,63,1000,0.25,0.25,1
741,0,50,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,應用化學系,100252,3.0,4.5,3.0,0.0,6.0,4,3.0,2,72,600,0.0,0.7,7
1266,12,12,0,0,12,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,園藝學系,100172,3.0,4.5,3.0,0.0,4.5,16,3.0,2,60,600,0.0,0.5,7
1294,0,0,0,0,50,-3.4011973816621555,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,52,國立嘉義大學,生物資源學系,100352,0.0,0.0,0.0,0.0,0.0,24,0.0,2,60,1000,0.25,0.25,1
403,50,50,50,0,0,-0.9030899869919435,-0.6020599913279624,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,應用經濟學系,100112,0.0,0.0,0.0,0.0,0.0,24,0.0,1,66,600,0.0,0.5,4
418,0,0,50,0,0,-3.4011973816621555,-1.0,-0.47712125471966244,-3.4011973816621555,-0.9030899869919435,52,國立嘉義大學,應用數學系,100262,0.0,0.0,0.0,0.0,0.0,24,0.0,1,66,1000,0.3,0.2,1
1056,12,50,50,0,50,-3.4011973816621555,-0.9030899869919435,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,52,國立嘉義大學,電子物理學系,100242,6.0,9.0,12.0,0.0,12.0,4,6.0,2,66,600,0.0,0.5,1
509,0,25,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,生物事業管理學系,100122,3.0,4.5,3.0,0.0,0.0,5,3.0,2,60,600,0.0,0.5,7
1066,50,50,50,0,0,-1.1760912590556813,-1.0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,行銷與觀光管理學系,100142,0.0,0.0,0.0,0.0,0.0,24,0.0,2,63,600,0.0,0.5,4
1121,0,0,50,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,資訊管理學系,100132,3.0,4.5,6.0,0.0,0.0,5,3.0,2,87,600,0.0,0.5,7
1168,0,0,50,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,財務金融學系,100152,4.5,4.5,6.0,0.0,0.0,5,3.0,2,63,600,0.0,0.5,7
1192,25,0,0,0,0,-1.0,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,數位學習設計與管理學系,100052,4.5,3.0,4.5,0.0,0.0,5,3.0,2,63,1000,0.2,0.3,6
1264,50,50,50,0,0,-1.1760912590556813,-0.47712125471966244,-1.0791812460476249,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,企業管理學系,100102,0.0,0.0,0.0,0.0,0.0,24,0.0,2,60,600,0.0,0.75,4
372,50,50,0,0,0,-0.8450980400142568,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,外國語言學系應用外語組,100092,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,600,0.0,0.5,3
434,50,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,幼兒教育學系,100042,5.0,5.0,5.0,5.0,0.0,1,5.0,2,81,1000,0.3,0.2,5
472,50,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,教育學系,100012,12.0,12.0,12.0,8.0,0.0,1,8.0,2,45,1000,0.25,0.25,5
582,50,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,景觀學系,100222,3.0,0.0,0.0,3.0,3.0,21,3.0,1,63,1000,0.25,0.25,7
616,50,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,特殊教育學系,100032,6.0,6.0,6.0,6.0,0.0,1,6.0,1,57,1000,0.25,0.25,5
709,50,50,0,0,0,-0.8450980400142568,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,外國語言學系英語教學組,100082,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,600,0.0,0.5,3
920,50,12,0,50,0,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,52,國立嘉義大學,應用歷史學系,100072,3.0,3.0,0.0,4.5,0.0,13,3.0,3,66,600,0.0,0.8,2
1021,50,0,0,12,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.9542425094393249,-3.4011973816621555,52,國立嘉義大學,中國文學系,100062,0.0,0.0,0.0,0.0,0.0,24,0.0,3,66,600,0.0,0.8,2
407,0,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,電機工程學系,100302,3.0,4.5,5.25,0.0,3.0,6,3.0,1,72,1000,0.25,0.25,7
451,0,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,機械與能源工程學系,100312,3.0,3.0,6.0,0.0,6.0,4,3.0,2,66,1000,0.3,0.2,7
492,0,25,50,0,50,-3.4011973816621555,-1.0,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,52,國立嘉義大學,土木與水資源工程學系,100292,0.0,0.0,0.0,0.0,0.0,24,0.0,1,69,1000,0.25,0.25,1
638,0,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,機械與能源工程學系(青年儲蓄帳戶組),100322,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,1000,0.4,0.6,7
672,0,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,生物機電工程學系,100282,0.0,4.5,3.0,0.0,4.5,6,3.0,3,66,1000,0.3,0.2,7
826,0,12,0,0,12,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,木質材料與設計學系,100192,3.0,4.5,3.0,0.0,4.5,4,3.0,2,51,1000,0.3,0.2,7
1015,0,0,50,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,52,國立嘉義大學,資訊工程學系,100272,3.0,3.0,3.0,0.0,0.0,5,3.0,3,72,1000,0.2,0.3,7
1195,12,12,0,12,0,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,53,國立高雄大學,工藝與創意設計學系,101252,0.0,0.0,0.0,0.0,0.0,24,0.0,2,100,1200,0.4,0.3,2
1030,0,25,25,0,25,-3.4011973816621555,-0.47712125471966244,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,53,國立高雄大學,運動健康與休閒學系,101022,0.0,0.0,0.0,0.0,0.0,24,0.0,2,78,1200,0.5,0.2,1
1074,50,50,0,50,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,法律學系,101062,3.0,3.0,0.0,3.0,0.0,7,3.0,2,60,1200,0.4,0.2,7
522,50,50,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,53,國立高雄大學,生命科學系,101172,0.0,0.0,0.0,0.0,0.0,24,0.0,2,69,1200,0.4,0.15,1
664,50,50,50,0,0,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,建築學系,101232,0.0,0.0,0.0,0.0,0.0,24,0.0,3,48,1200,0.6,0.1,4
1407,0,50,50,0,50,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,53,國立高雄大學,應用化學系,101152,0.0,0.0,0.0,0.0,0.0,24,0.0,2,69,1200,0.35,0.15,1
1289,50,50,50,0,0,-3.4011973816621555,-0.7781512503836436,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,應用經濟學系,101092,0.0,0.0,0.0,0.0,0.0,24,0.0,2,81,1200,0.4,0.25,4
1322,0,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,53,國立高雄大學,應用物理學系,101162,0.0,0.0,0.0,0.0,0.0,24,0.0,2,75,1200,0.05,0.45,1
1362,0,0,50,0,0,-3.4011973816621555,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,應用數學系,101142,3.0,0.0,6.0,0.0,3.0,5,3.0,2,90,1200,0.45,0.15,6
1225,50,50,50,50,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,亞太工商管理學系企業管理組,101102,4.5,4.5,4.5,4.5,0.0,1,4.5,2,50,1200,0.3,0.2,7
1235,50,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,亞太工商管理學系工業管理組,101112,4.5,4.5,4.5,0.0,4.5,4,4.5,2,50,1200,0.3,0.2,7
1395,50,50,0,12,0,-0.5440680443502757,-0.47712125471966244,-3.4011973816621555,-0.5440680443502757,-3.4011973816621555,53,國立高雄大學,政治法律學系,101072,5.0,6.0,0.0,5.0,0.0,7,4.0,2,66,1200,0.3,0.2,2
965,50,50,50,50,0,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,金融管理學系,101132,0.0,0.0,0.0,0.0,0.0,24,0.0,3,60,1200,0.3,0.3,7
1044,50,50,50,50,0,-0.47712125471966244,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,財經法律學系,101082,0.0,0.0,0.0,0.0,0.0,24,0.0,2,63,1200,0.35,0.15,7
1049,50,50,50,0,0,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,資訊管理學系,101122,0.0,0.0,0.0,0.0,0.0,24,0.0,2,54,1200,0.4,0.2,4
512,50,50,0,50,0,-0.9030899869919435,-0.6020599913279624,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,53,國立高雄大學,東亞語文學系日語組,101032,0.0,0.0,0.0,0.0,0.0,24,0.0,2,28,1200,0.3,0.2,2
749,50,0,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,土木與環境工程學系土木工程組,101192,3.0,0.0,3.0,0.0,3.0,17,3.0,2,45,1200,0.4,0.3,7
948,50,50,50,0,50,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,53,國立高雄大學,化學工程及材料工程學系,101212,0.0,0.0,0.0,0.0,0.0,24,0.0,3,51,1200,0.05,0.45,1
1095,50,50,0,50,0,-0.9030899869919435,-0.6020599913279624,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,53,國立高雄大學,東亞語文學系越語組,101052,0.0,0.0,0.0,0.0,0.0,24,0.0,2,28,1200,0.3,0.2,2
1247,50,75,0,50,0,-0.47712125471966244,-0.6532125137753437,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,西洋語文學系,101012,0.0,0.0,0.0,0.0,0.0,24,0.0,2,60,1200,0.4,0.1,7
1257,50,50,0,50,0,-0.9030899869919435,-0.6020599913279624,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,53,國立高雄大學,東亞語文學系韓語組,101042,0.0,0.0,0.0,0.0,0.0,24,0.0,2,28,1200,0.3,0.2,2
792,0,50,50,0,50,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,53,國立高雄大學,電機工程學系,101182,0.0,0.0,0.0,0.0,0.0,24,0.0,1,150,1200,0.35,0.15,1
884,50,50,50,0,50,-3.4011973816621555,-0.7781512503836436,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,資訊工程學系(APCS組),101242,0.0,0.0,0.0,0.0,0.0,24,0.0,3,9,1200,0.5,0.0,1
986,50,0,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,土木與環境工程學系環境工程組,101202,3.0,0.0,3.0,0.0,3.0,17,3.0,2,45,1200,0.4,0.3,7
1184,0,50,50,0,50,-3.4011973816621555,-0.7781512503836436,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,53,國立高雄大學,資訊工程學系,101222,0.0,0.0,0.0,0.0,0.0,24,0.0,2,54,1200,0.3,0.2,1
1732,75,88,88,0,88,-0.9542425094393249,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,54,慈濟大學,醫學系,108012,4.0,4.0,4.0,0.0,4.0,4,4.0,3,78,1500,0.7,0.0,1
1754,0,0,0,0,25,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,54,慈濟大學,護理學系,108042,0.0,0.0,0.0,0.0,0.0,24,0.0,1,99,800,0.0,0.5,1
1757,75,88,88,0,88,-0.9542425094393249,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,54,慈濟大學,醫學系(公費生),108172,4.0,4.0,4.0,0.0,4.0,4,4.0,1,24,1500,0.7,0.0,1
1897,0,50,0,0,50,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,54,慈濟大學,醫學檢驗生物技術學系,108022,0.0,0.0,0.0,0.0,0.0,24,0.0,2,84,1000,0.3,0.3,1
1905,0,0,25,0,0,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,54,慈濟大學,醫學資訊學系,108052,5.0,7.5,10.0,0.0,7.5,4,5.0,2,69,800,0.0,0.5,6
2152,0,50,0,0,50,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,54,慈濟大學,物理治療學系,108062,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,1000,0.4,0.2,1
1482,12,0,0,0,0,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,54,慈濟大學,社會工作學系,108112,4.5,3.0,0.0,4.5,0.0,7,3.0,2,69,1000,0.4,0.2,2
1587,0,25,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,54,慈濟大學,公共衛生學系,108032,3.0,4.5,3.0,0.0,0.0,5,3.0,2,69,1000,0.5,0.1,7
1591,0,0,25,0,0,-3.4011973816621555,-3.4011973816621555,-1.3979400086720377,-3.4011973816621555,-3.4011973816621555,54,慈濟大學,醫學資訊學系(APCS組),108202,0.0,0.0,0.0,0.0,0.0,24,0.0,2,30,800,0.0,0.5,6
1424,0,0,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,54,慈濟大學,生命科學系,108072,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,1000,0.4,0.2,1
1488,25,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,54,慈濟大學,翔飛B組,108192,10.0,7.5,0.0,5.0,0.0,7,5.0,2,45,0,0.0,0.6,7
1569,0,0,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.6020599913279624,54,慈濟大學,翔飛A組,108182,0.0,0.0,0.0,0.0,0.0,24,0.0,2,44,0,0.0,0.6,1
1973,0,0,0,0,25,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,54,慈濟大學,分子生物暨人類遺傳學系,108082,0.0,0.0,0.0,0.0,0.0,24,0.0,1,63,1000,0.5,0.1,1
1649,0,12,0,0,0,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,54,慈濟大學,英美語文學系,108152,0.0,0.0,0.0,0.0,0.0,24,0.0,3,51,800,0.0,0.5,4
1428,12,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,54,慈濟大學,人類發展與心理學系,108122,0.0,0.0,0.0,0.0,0.0,24,0.0,2,57,1000,0.35,0.25,5
1642,12,0,0,0,0,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,54,慈濟大學,東方語文學系中文組,108132,0.0,0.0,0.0,0.0,0.0,24,0.0,3,48,1000,0.8,0.2,5
1727,0,25,0,0,0,-3.4011973816621555,-0.5440680443502757,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,54,慈濟大學,國際服務產業管理學士學位學程,108162,0.0,0.0,0.0,0.0,0.0,24,0.0,3,46,1000,0.4,0.2,4
1446,12,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,54,慈濟大學,東方語文學系日文組,108142,0.0,0.0,0.0,0.0,0.0,24,0.0,2,51,1000,0.7,0.3,5
1640,25,0,0,12,0,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,54,慈濟大學,傳播學系,108092,6.0,0.0,0.0,3.0,0.0,13,3.0,3,72,1000,0.5,0.2,2
2062,12,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,54,慈濟大學,兒童發展與家庭教育學系,108102,0.0,0.0,0.0,0.0,0.0,24,0.0,1,45,1000,0.5,0.3,5
33,50,50,50,0,50,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.6989700043360189,55,臺北醫學大學,保健營養學系,109082,0.0,0.0,0.0,0.0,0.0,24,0.0,1,120,1200,0.4,0.1,1
48,0,75,50,0,50,-3.4011973816621555,-0.9030899869919435,-1.0,-3.4011973816621555,-0.47712125471966244,55,臺北醫學大學,藥學系臨床藥學組,109052,0.0,0.0,0.0,0.0,0.0,24,0.0,2,111,1200,0.3,0.2,1
63,0,50,0,0,50,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,55,臺北醫學大學,呼吸治療學系,109112,0.0,0.0,0.0,0.0,0.0,24,0.0,2,78,1200,0.3,0.2,1
117,0,75,50,0,50,-3.4011973816621555,-0.9030899869919435,-1.0,-3.4011973816621555,-0.47712125471966244,55,臺北醫學大學,藥學系藥學組,109042,0.0,0.0,0.0,0.0,0.0,24,0.0,1,252,1200,0.3,0.2,1
175,0,75,75,0,75,-0.9030899869919435,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,55,臺北醫學大學,醫學系(公費生),109022,0.0,0.0,0.0,0.0,0.0,24,0.0,1,24,1200,0.6,0.2,1
199,0,75,50,0,75,-0.9030899869919435,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,55,臺北醫學大學,醫學系(展翅A組),109172,0.0,0.0,0.0,0.0,0.0,24,0.0,3,6,1200,0.4,0.3,1
314,0,75,75,0,75,-0.9030899869919435,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,55,臺北醫學大學,醫學系,109012,0.0,0.0,0.0,0.0,0.0,24,0.0,1,255,1200,0.6,0.2,1
351,0,50,0,0,50,-3.4011973816621555,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,-0.7781512503836436,55,臺北醫學大學,護理學系,109072,3.0,3.0,3.0,0.0,3.0,4,3.0,2,114,1200,0.5,0.1,1
31,50,50,0,0,50,-3.4011973816621555,-0.47712125471966244,-0.9030899869919435,-3.4011973816621555,-0.9030899869919435,55,臺北醫學大學,公共衛生學系,109092,0.0,0.0,0.0,0.0,0.0,24,0.0,1,81,1200,0.5,0.1,1
104,0,50,0,0,50,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,55,臺北醫學大學,醫學檢驗暨生物技術學系,109062,0.0,3.75,0.0,0.0,4.5,6,3.0,2,105,1200,0.4,0.1,1
338,50,50,0,0,50,-0.47712125471966244,-0.47712125471966244,-0.9030899869919435,-3.4011973816621555,-0.9030899869919435,55,臺北醫學大學,食品安全學系,109162,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,1200,0.25,0.25,1
44,0,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.6989700043360189,55,臺北醫學大學,展翅C組,109192,0.0,3.0,3.0,0.0,3.0,6,3.0,2,39,1200,0.4,0.3,1
165,50,50,50,0,0,-0.6989700043360189,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,55,臺北醫學大學,醫務管理學系,109102,0.0,0.0,0.0,0.0,0.0,24,0.0,1,102,1200,0.4,0.1,4
