,國文檢定_code,英文檢定_code,數學檢定_code,社會檢定_code,自然檢定_code,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,學校名稱_code,學校名稱_encoded,學系名稱_trim,學系代碼,國文採計,英文採計,數學採計,社會採計,自然採計,自設科目組合_code,自設科目組合倍率,unitier,預定甄試人數,甄試費用,口試佔比,書審佔比,cluster
2,50,75,75,0,75,-3.4011973816621555,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,物理治療學系,001282,0.0,0.0,0.0,0.0,0.0,24,0.0,1,60,1500,0.3,0.2,1
38,0,50,0,0,50,-3.4011973816621555,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,護理學系,001272,0.0,0.0,0.0,0.0,0.0,24,0.0,1,57,1500,0.4,0.1,1
54,88,88,88,0,88,-0.6020599913279624,-0.3010299956639812,-0.3010299956639812,-3.4011973816621555,-0.3010299956639812,1,國立臺灣大學,醫學系(公費生),001232,0.0,0.0,0.0,0.0,0.0,4,3.0,2,24,1500,0.4,0.0,1
89,88,88,88,0,88,-0.6020599913279624,-0.3010299956639812,-0.3010299956639812,-3.4011973816621555,-0.3010299956639812,1,國立臺灣大學,醫學系(希望組辛組),001692,3.0,4.5,4.5,0.0,6.0,4,3.0,2,2,0,0.5,0.0,1
105,50,75,50,0,75,-0.47712125471966244,-0.6020599913279624,-0.47712125471966244,-3.4011973816621555,-0.3979400086720376,1,國立臺灣大學,獸醫學系,001432,5.0,5.0,5.0,0.0,5.0,4,5.0,2,75,1500,0.6,0.0,1
201,75,75,75,0,75,-0.6989700043360189,-0.7781512503836436,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,職能治療學系,001292,0.0,0.0,0.0,0.0,0.0,24,0.0,3,63,1500,0.25,0.25,1
208,88,88,88,0,88,-0.6020599913279624,-0.3010299956639812,-0.3010299956639812,-3.4011973816621555,-0.3010299956639812,1,國立臺灣大學,醫學系,001222,0.0,0.0,0.0,0.0,0.0,4,3.0,3,100,1500,0.4,0.0,1
245,50,50,75,0,75,-3.4011973816621555,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,-0.6020599913279624,1,國立臺灣大學,藥學系,001252,3.0,3.0,4.5,0.0,4.5,4,3.0,1,60,1500,0.4,0.0,1
286,75,75,75,0,0,-0.7781512503836436,-0.47712125471966244,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,哲學系,001042,0.0,0.0,0.0,0.0,0.0,24,0.0,1,60,1500,0.3,0.0,4
1,88,88,75,88,0,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,法律學系法學組,001572,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,1500,0.6,0.0,7
28,0,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,公共衛生學系,001542,0.0,3.0,3.0,0.0,3.0,6,3.0,1,69,1500,0.4,0.2,7
70,88,88,75,88,0,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,法律學系司法組,001582,0.0,0.0,0.0,0.0,0.0,24,0.0,2,48,1500,0.6,0.0,7
190,50,0,0,0,50,-3.4011973816621555,-0.7781512503836436,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,醫學檢驗暨生物技術學系,001262,0.0,0.0,0.0,0.0,0.0,24,0.0,1,54,1500,0.45,0.15,1
214,75,75,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,1,國立臺灣大學,希望組丙組(生醫),001642,0.0,12.0,8.0,0.0,12.0,4,8.0,1,20,0,0.0,0.5,1
226,50,50,50,50,0,-0.6989700043360189,-0.47712125471966244,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,1,國立臺灣大學,社會工作學系,001212,0.0,0.0,0.0,0.0,0.0,24,0.0,1,51,1500,0.4,0.3,2
233,75,75,50,75,0,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,1,國立臺灣大學,政治學系公共行政組,001182,0.0,0.0,0.0,0.0,0.0,24,0.0,1,36,1500,0.4,0.1,2
297,75,75,50,50,0,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,圖書資訊學系,001062,9.0,9.0,6.0,6.0,0.0,1,6.0,1,54,1500,0.3,0.3,7
339,75,75,50,50,0,-0.6989700043360189,-0.6989700043360189,-1.0,-1.1760912590556813,-3.4011973816621555,1,國立臺灣大學,戲劇學系,001082,8.0,8.0,8.0,8.0,0.0,1,8.0,2,50,1500,0.5,0.0,2
46,75,0,75,0,0,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,生命科學系,001602,5.0,5.0,5.0,0.0,5.0,4,5.0,2,84,1500,0.3,0.0,1
184,0,50,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,農藝學系,001362,3.5,4.375,5.25,0.0,5.25,4,3.5,1,49,1500,0.5,0.1,7
217,50,50,50,0,0,-0.47712125471966244,-0.6020599913279624,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,農業經濟學系,001412,0.0,0.0,0.0,0.0,0.0,24,0.0,1,57,1500,0.35,0.25,4
266,50,50,50,0,50,-3.4011973816621555,-0.7781512503836436,-1.0,-3.4011973816621555,-0.3979400086720376,1,國立臺灣大學,生化科技學系,001612,0.0,0.0,0.0,0.0,0.0,24,0.0,1,65,1500,0.0,0.5,1
0,50,50,50,0,50,-0.7781512503836436,-0.7781512503836436,-0.7781512503836436,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,動物科學技術學系,001402,0.0,0.0,0.0,0.0,0.0,24,0.0,1,42,1500,0.0,0.3,1
92,50,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,昆蟲學系,001462,0.0,0.0,0.0,0.0,0.0,24,0.0,2,45,1500,0.7,0.0,1
121,50,50,50,0,50,-3.4011973816621555,-1.0,-0.47712125471966244,-3.4011973816621555,-0.7781512503836436,1,國立臺灣大學,生物環境系統工程學系,001372,0.0,0.0,0.0,0.0,0.0,24,0.0,1,66,1500,0.5,0.2,1
153,50,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,農業化學系,001382,10.0,10.0,10.0,0.0,15.0,4,10.0,1,75,1500,0.25,0.25,1
195,50,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,1,國立臺灣大學,希望組庚組(生農),001682,0.0,12.0,8.0,0.0,12.0,4,8.0,1,25,0,0.0,0.5,1
250,0,50,50,0,0,-3.4011973816621555,-0.47712125471966244,-0.6989700043360189,-0.7781512503836436,-3.4011973816621555,1,國立臺灣大學,地理環境資源學系,001142,0.0,7.0,7.0,7.0,0.0,2,7.0,1,39,1500,0.4,0.1,4
257,50,50,50,0,50,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,大氣科學系,001152,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,1500,0.0,0.25,1
307,50,50,50,0,50,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.7781512503836436,1,國立臺灣大學,植物病理與微生物學系,001472,10.0,10.0,10.0,0.0,20.0,4,10.0,1,30,1500,0.25,0.0,1
315,50,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,森林環境暨資源學系,001392,0.0,0.0,0.0,0.0,0.0,24,0.0,1,99,1500,0.4,0.1,1
336,50,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,園藝暨景觀學系,001422,3.0,3.0,3.0,0.0,3.0,4,3.0,3,72,1500,0.25,0.25,7
359,50,50,50,0,50,-3.4011973816621555,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-0.6989700043360189,1,國立臺灣大學,化學系,001112,0.0,0.0,0.0,0.0,0.0,24,0.0,2,96,1500,0.3,0.0,1
7,75,75,50,75,0,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,1,國立臺灣大學,政治學系國際關係組,001172,0.0,0.0,0.0,0.0,0.0,24,0.0,1,36,1500,0.4,0.1,2
101,0,50,0,50,0,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,人類學系,001052,2.0,2.0,2.0,2.0,0.0,1,2.0,2,26,1500,0.5,0.0,7
144,50,50,50,0,50,-1.0,-0.9030899869919435,-0.7781512503836436,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,地質科學系,001122,0.0,0.0,0.0,0.0,0.0,24,0.0,1,66,1500,0.2,0.4,1
154,50,50,75,0,75,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.7781512503836436,1,國立臺灣大學,希望組乙組(數理),001632,0.0,0.0,0.0,0.0,0.0,24,0.0,1,6,0,0.0,0.3,1
210,50,50,50,50,0,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,1,國立臺灣大學,希望組甲組(文社法),001622,8.0,12.0,0.0,12.0,0.0,1,8.0,3,40,0,0.0,0.5,2
278,75,88,0,75,0,-3.4011973816621555,-0.3979400086720376,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,外國語文學系,001022,0.0,0.0,0.0,0.0,0.0,24,0.0,1,115,1500,0.25,0.0,7
296,75,75,0,0,0,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.7781512503836436,1,國立臺灣大學,物理學系,001102,0.0,0.0,0.0,0.0,0.0,24,0.0,1,87,1500,0.0,0.4,1
316,0,0,75,0,0,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,經濟學系,001192,0.0,6.0,6.0,6.0,6.0,3,6.0,3,156,1500,0.3,0.3,6
346,0,50,75,0,50,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-1.0,1,國立臺灣大學,數學系,001092,0.0,0.0,0.0,0.0,0.0,24,0.0,2,51,1500,0.0,0.2,1
113,75,75,50,75,0,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,1,國立臺灣大學,政治學系政治理論組,001162,0.0,0.0,0.0,0.0,0.0,24,0.0,2,36,1500,0.4,0.1,2
116,75,75,50,75,0,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,1,國立臺灣大學,社會學系,001202,0.0,0.0,0.0,0.0,0.0,24,0.0,1,42,1500,0.35,0.0,2
171,50,50,50,0,50,-3.4011973816621555,-0.3979400086720376,-0.3979400086720376,-3.4011973816621555,-0.3979400086720376,1,國立臺灣大學,心理學系,001132,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,1500,0.25,0.25,1
275,88,88,88,75,0,-3.4011973816621555,-0.3979400086720376,-0.3979400086720376,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,會計學系,001502,4.0,4.0,4.0,4.0,0.0,1,4.0,1,105,1500,0.25,0.25,7
23,88,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,工商管理學系科技管理組,001492,4.0,4.0,4.0,0.0,4.0,4,4.0,1,66,1500,0.5,0.0,5
95,0,88,88,0,0,-3.4011973816621555,-0.3010299956639812,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,財務金融學系,001512,4.0,4.0,4.0,0.0,0.0,5,4.0,2,90,1500,0.3,0.3,4
134,75,75,75,50,0,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,希望組戊組(商管),001662,5.0,5.0,5.0,0.0,0.0,1,5.0,1,9,0,0.0,0.5,7
152,88,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,工商管理學系企業管理組,001482,4.0,4.0,4.0,4.0,0.0,1,4.0,1,81,1500,0.5,0.0,5
187,88,88,75,88,0,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,法律學系財經法學組,001592,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,1500,0.6,0.0,7
322,0,88,88,0,0,-3.4011973816621555,-0.3979400086720376,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,國際企業學系,001522,3.5,3.5,3.5,3.5,0.0,1,3.5,3,113,1500,0.3,0.3,4
354,0,88,88,0,0,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,資訊管理學系,001532,5.0,5.0,5.0,0.0,5.0,4,5.0,2,102,1500,0.3,0.3,4
75,75,75,75,75,0,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,1,國立臺灣大學,生物產業傳播暨發展學系,001442,0.0,0.0,0.0,0.0,0.0,24,0.0,2,54,1500,0.25,0.25,7
85,75,50,50,50,0,-0.47712125471966244,-0.7781512503836436,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,1,國立臺灣大學,中國文學系,001012,0.0,0.0,0.0,0.0,0.0,24,0.0,2,60,1500,0.0,0.0,2
150,75,75,50,75,0,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,1,國立臺灣大學,歷史學系,001032,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1500,0.5,0.2,2
252,50,50,50,0,50,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,土木工程學系,001302,0.0,0.0,0.0,0.0,0.0,24,0.0,1,171,1500,0.0,0.3,1
335,88,88,88,0,88,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,化學工程學系,001322,0.0,0.0,0.0,0.0,0.0,24,0.0,3,171,1500,0.0,0.0,1
337,75,75,50,75,0,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,1,國立臺灣大學,日本語文學系,001072,7.5,7.5,5.0,7.5,0.0,1,5.0,2,66,1500,0.35,0.15,2
16,75,88,88,0,88,-3.4011973816621555,-0.3979400086720376,-0.3979400086720376,-3.4011973816621555,-0.3979400086720376,1,國立臺灣大學,牙醫學系,001242,0.0,0.0,0.0,0.0,0.0,4,3.0,1,30,1500,0.55,0.0,1
55,50,75,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,1,國立臺灣大學,希望組己組(工),001672,0.0,8.0,12.0,0.0,12.0,4,8.0,2,35,0,0.0,0.5,1
67,0,50,50,0,50,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,生物機電工程學系,001452,4.0,4.0,5.0,0.0,5.0,4,4.0,2,54,1500,0.25,0.25,1
80,75,88,88,0,88,-0.6020599913279624,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-0.6020599913279624,1,國立臺灣大學,醫學工程學系,001352,0.0,0.0,0.0,0.0,0.0,24,0.0,2,48,1500,0.0,0.0,1
109,0,50,50,0,50,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,工程科學及海洋工程學系,001332,4.0,4.0,8.0,0.0,8.0,4,4.0,2,72,1500,0.0,0.3,1
167,50,75,88,0,75,-3.4011973816621555,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,1,國立臺灣大學,希望組丁組(電資),001652,0.0,8.0,12.0,0.0,12.0,4,8.0,1,20,0,0.0,0.5,1
206,75,88,88,0,88,-3.4011973816621555,-1.0,-0.47712125471966244,-3.4011973816621555,-1.0,1,國立臺灣大學,資訊工程學系,001562,0.0,0.0,0.0,0.0,0.0,24,0.0,3,183,1500,0.0,0.4,1
243,50,50,75,0,75,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,機械工程學系,001312,0.0,0.0,0.0,0.0,0.0,24,0.0,1,228,1500,0.0,0.3,1
276,75,88,88,0,88,-3.4011973816621555,-0.3979400086720376,-0.3979400086720376,-3.4011973816621555,-0.3979400086720376,1,國立臺灣大學,電機工程學系,001552,0.0,0.0,0.0,0.0,0.0,24,0.0,1,225,1500,0.0,0.5,1
288,88,88,88,0,88,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,1,國立臺灣大學,材料科學與工程學系,001342,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,1500,0.0,0.0,1
604,0,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,美術學系繪畫組,002402,6.0,6.0,0.0,6.0,0.0,7,6.0,1,52,1500,0.15,0.15,7
678,0,50,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,2,國立臺灣師範大學,營養科學學士學位學程,002262,10.0,12.5,10.0,0.0,12.5,4,10.0,3,39,600,0.0,0.5,1
813,0,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,美術學系水墨畫組,002412,6.0,6.0,0.0,6.0,0.0,7,6.0,2,52,1500,0.15,0.15,7
877,0,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,設計學系視覺設計組,002392,6.0,6.0,0.0,0.0,0.0,7,6.0,3,50,1200,0.15,0.15,7
970,25,25,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,音樂學系,002372,0.0,0.0,0.0,0.0,0.0,24,0.0,2,255,0,0.0,0.0,7
1337,50,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,設計學系產品設計組,002352,5.0,5.0,5.0,0.0,5.0,4,5.0,2,50,1500,0.2,0.2,7
535,0,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,2,國立臺灣師範大學,科技應用與人力資源發展學系,002272,0.0,3.0,3.0,0.0,3.0,8,3.0,2,120,1200,0.4,0.2,1
371,50,50,25,0,25,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,不分系招生(晨光組),002362,4.0,4.0,0.0,0.0,0.0,9,4.0,2,48,600,0.0,0.75,7
488,50,50,50,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,2,國立臺灣師範大學,生命科學系,002222,0.0,0.0,10.0,0.0,10.0,4,10.0,1,72,600,0.4,0.2,1
974,50,50,0,0,0,-1.1760912590556813,-1.1760912590556813,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,表演藝術學士學位學程,002382,0.0,0.0,0.0,0.0,0.0,24,0.0,2,56,1500,0.1,0.05,3
773,0,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,2,國立臺灣師範大學,化學系,002212,0.0,0.0,0.0,0.0,0.0,24,0.0,1,120,1200,0.0,0.1,1
539,75,88,0,0,0,-0.47712125471966244,-0.3010299956639812,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,2,國立臺灣師範大學,英語學系,002142,9.0,12.0,6.0,6.0,0.0,1,6.0,2,80,1200,0.35,0.0,2
835,0,0,50,0,50,-3.4011973816621555,-1.0791812460476249,-0.47712125471966244,-3.4011973816621555,-0.7781512503836436,2,國立臺灣師範大學,地球科學系,002232,0.0,0.0,0.0,0.0,0.0,24,0.0,2,36,1200,0.2,0.3,1
938,0,50,75,0,50,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,數學系,002192,0.0,5.0,10.0,0.0,5.0,6,5.0,3,132,1200,0.0,0.1,6
1167,50,0,0,0,75,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.6020599913279624,2,國立臺灣師範大學,物理學系,002202,0.0,0.0,0.0,0.0,0.0,24,0.0,2,111,1000,0.0,0.25,1
1277,75,50,50,50,0,-3.4011973816621555,-0.6020599913279624,-0.47712125471966244,-0.6989700043360189,-3.4011973816621555,2,國立臺灣師範大學,地理學系,002172,0.0,0.0,0.0,0.0,0.0,24,0.0,2,105,1200,0.3,0.2,2
564,50,75,50,50,0,-0.6020599913279624,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,東亞學系,002332,0.0,0.0,0.0,0.0,0.0,24,0.0,1,60,1200,0.25,0.25,7
1145,50,50,50,0,0,-0.6989700043360189,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,企業管理學系,002342,0.0,0.0,0.0,0.0,0.0,24,0.0,2,51,1200,0.3,0.2,4
470,75,50,0,75,0,-0.6020599913279624,-0.8450980400142568,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,2,國立臺灣師範大學,臺灣語文學系,002182,0.0,0.0,0.0,0.0,0.0,24,0.0,2,32,1200,0.5,0.0,2
508,75,75,0,0,0,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,圖文傳播學系,002282,0.0,0.0,0.0,0.0,0.0,24,0.0,2,40,1200,0.25,0.25,3
687,75,75,50,50,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,教育心理與輔導學系,002032,3.0,4.5,4.5,3.0,0.0,1,3.0,3,42,1200,0.4,0.2,7
697,50,50,0,0,0,-3.4011973816621555,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,人類發展與家庭學系幼兒發展與教育組,002082,6.25,6.25,6.25,5.0,0.0,1,5.0,2,45,600,0.0,0.55,4
698,25,25,0,25,25,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,體育學系,002422,3.0,3.0,0.0,3.0,3.0,10,3.0,2,72,1500,0.2,0.25,7
702,75,88,0,0,0,-0.47712125471966244,-0.3010299956639812,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,2,國立臺灣師範大學,英語學系(公費生),002152,9.0,12.0,6.0,6.0,0.0,1,6.0,2,2,1200,0.35,0.0,2
755,50,50,75,0,0,-3.4011973816621555,-0.6020599913279624,-0.9030899869919435,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,學習科學學士學位學程,002112,0.0,0.0,0.0,0.0,0.0,24,0.0,2,16,1200,0.3,0.2,4
780,75,75,75,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,教育學系(公費生),002022,5.0,5.0,5.0,0.0,5.0,4,5.0,1,5,1200,0.3,0.2,7
784,75,75,0,75,0,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.8450980400142568,-3.4011973816621555,2,國立臺灣師範大學,華語文教學系應用華語文學組,002322,0.0,0.0,0.0,0.0,0.0,24,0.0,1,54,1200,0.4,0.2,2
855,75,75,50,75,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.3010299956639812,-3.4011973816621555,2,國立臺灣師範大學,公民教育與活動領導學系,002092,4.5,3.0,3.0,6.0,0.0,1,3.0,2,60,800,0.0,0.6,2
866,75,75,50,50,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,教育學系,002012,2.5,2.5,2.5,2.5,0.0,1,2.5,2,65,1200,0.3,0.2,7
901,50,50,50,0,0,-0.47712125471966244,-0.6020599913279624,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,特殊教育學系,002102,6.0,6.0,6.0,0.0,0.0,5,6.0,3,45,1000,0.3,0.0,4
923,75,75,50,75,0,-0.47712125471966244,-0.6989700043360189,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,2,國立臺灣師範大學,社會教育學系,002042,0.0,0.0,0.0,0.0,0.0,24,0.0,3,66,1200,0.2,0.3,2
981,50,50,50,50,0,-3.4011973816621555,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,教育學院學士班,002122,3.0,3.0,3.0,3.0,0.0,1,3.0,2,27,1200,0.3,0.2,7
1016,50,50,0,0,0,-3.4011973816621555,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,人類發展與家庭學系家庭生活教育組,002072,6.25,7.5,7.5,5.0,0.0,1,5.0,3,39,600,0.0,0.55,4
1147,88,75,0,75,0,-0.3010299956639812,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,國文學系,002132,6.0,4.5,0.0,3.0,0.0,7,3.0,2,80,1200,0.0,0.0,7
1173,75,75,0,75,0,-0.6989700043360189,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,2,國立臺灣師範大學,歷史學系,002162,6.0,6.0,6.0,6.0,0.0,7,6.0,2,75,1200,0.25,0.25,2
1245,50,50,0,0,0,-0.3979400086720376,-0.3979400086720376,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,健康促進與衛生教育學系,002062,0.0,0.0,0.0,0.0,0.0,24,0.0,2,45,1200,0.3,0.2,3
1299,75,75,50,75,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,社會教育學系(青年儲蓄帳戶組),002052,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,1200,0.2,0.8,7
598,50,50,75,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,機電工程學系,002292,4.0,6.0,6.0,0.0,6.0,4,4.0,1,40,1200,0.25,0.25,7
769,50,50,75,0,0,-3.4011973816621555,-1.0,-0.9542425094393249,-3.4011973816621555,-3.4011973816621555,2,國立臺灣師範大學,資訊工程學系(APCS組),002252,0.0,0.0,0.0,0.0,0.0,24,0.0,1,15,1200,0.5,0.0,4
