,國文檢定_code,英文檢定_code,數學檢定_code,社會檢定_code,自然檢定_code,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,tsnepos1,tsnepos2,學校名稱_code,學校名稱_encoded,學系名稱_trim,學系代碼,國文採計,英文採計,數學採計,社會採計,自然採計,自設科目組合_code,自設科目組合倍率,unitier,預定甄試人數,甄試費用,口試佔比,書審佔比,cluster
1702,0,0,25,0,0,29.999999999999996,29.999999999999996,5.000000000000001,29.999999999999996,29.999999999999996,1.3440374,-45.340267,39,義守大學,智慧化自動控制英語學士學位學程,045132,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,950,0.4,0.3,6
1746,0,12,0,0,0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,7.741177,29.728857,39,義守大學,廚藝學系烘焙廚藝組,045312,0.0,0.0,0.0,0.0,0.0,24,0.0,1,51,950,0.4,0.3,3
1953,0,12,0,0,0,29.999999999999996,3.5000000000000004,29.999999999999996,29.999999999999996,29.999999999999996,8.686735,28.901329,39,義守大學,廚藝學系中西廚藝組,045302,0.0,0.0,0.0,0.0,0.0,24,0.0,1,49,950,0.4,0.3,3
1776,25,0,0,0,0,3.5000000000000004,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-42.751625,1.6255434,39,義守大學,電影與電視學系編導製片組,045412,0.0,0.0,0.0,0.0,0.0,24,0.0,1,49,950,0.5,0.3,5
2049,0,0,0,25,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-27.13145,46.854492,39,義守大學,電影與電視學系影視技術組,045422,0.0,0.0,0.0,0.0,0.0,24,0.0,1,57,950,0.5,0.3,2
1758,0,0,0,0,12,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,3.0,43.057175,-29.251938,39,義守大學,生物科技學系食品生技組,045462,0.0,0.0,0.0,0.0,0.0,24,0.0,1,60,950,0.3,0.4,1
1976,0,25,0,0,0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,6.2084703,27.498598,39,義守大學,應用英語學系,045372,0.0,0.0,0.0,0.0,0.0,24,0.0,1,180,950,0.4,0.3,3
2084,0,0,12,0,0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,29.999999999999996,3.364984,-48.014053,39,義守大學,財務與計算數學系,045112,0.0,0.0,0.0,0.0,0.0,24,0.0,1,102,950,0.4,0.3,6
1485,0,50,0,0,0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,1.6886268,23.851473,39,義守大學,國際企業經營學系(國際學院),045322,0.0,0.0,0.0,0.0,0.0,24,0.0,2,54,950,0.35,0.35,3
1502,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-46.882973,-4.2404513,39,義守大學,會計學系財稅規劃組,045192,0.0,0.0,0.0,0.0,0.0,24,0.0,3,66,950,0.5,0.3,5
1989,12,0,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-32.14894,41.259285,39,義守大學,會計學系管理應用組,045202,0.0,0.0,0.0,0.0,0.0,24,0.0,1,63,950,0.5,0.3,2
1500,0,12,0,0,0,3.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-32.78366,29.331161,39,義守大學,觀光學系,045292,0.0,0.0,0.0,0.0,0.0,24,0.0,3,129,950,0.4,0.3,2
1536,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-48.27445,-2.9738483,39,義守大學,休閒事業管理學系活動企劃與行銷組,045272,0.0,0.0,0.0,0.0,0.0,24,0.0,3,51,950,0.5,0.3,5
1538,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-50.370396,-2.621377,39,義守大學,餐旅管理學系餐飲管理組,045252,0.0,0.0,0.0,0.0,0.0,24,0.0,3,51,950,0.4,0.3,5
1543,12,0,0,0,0,4.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-33.46293,29.254286,39,義守大學,財務金融管理學系財務管理組,045172,0.0,0.0,0.0,0.0,0.0,24,0.0,3,114,950,0.5,0.3,2
1631,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,4.0,29.999999999999996,-33.877693,29.480127,39,義守大學,財務金融管理學系金融科技組,045182,0.0,0.0,0.0,0.0,0.0,24,0.0,3,114,950,0.5,0.3,2
1638,0,25,0,0,0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,6.2873235,27.510279,39,義守大學,國際財務金融學系(國際學院),045332,0.0,0.0,0.0,0.0,0.0,24,0.0,3,48,950,0.3,0.4,3
1657,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-49.136383,-2.0525424,39,義守大學,健康管理學系,045242,0.0,0.0,0.0,0.0,0.0,24,0.0,2,99,950,0.4,0.35,5
1701,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,6.0,29.999999999999996,-35.289703,30.784616,39,義守大學,企業管理學系,045162,0.0,0.0,0.0,0.0,0.0,24,0.0,2,201,950,0.4,0.3,2
1767,0,25,0,0,0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,6.2642455,26.612535,39,義守大學,國際觀光餐旅學系(國際學院),045342,0.0,0.0,0.0,0.0,0.0,24,0.0,1,69,950,0.4,0.3,3
1788,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-48.73812,-4.8970065,39,義守大學,資訊管理學系,045152,0.0,0.0,0.0,0.0,0.0,24,0.0,1,222,950,0.4,0.3,5
1805,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-30.249935,44.9408,39,義守大學,休閒事業管理學系休閒產業經營組,045282,0.0,0.0,0.0,0.0,0.0,24,0.0,1,54,950,0.5,0.3,2
1908,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-47.510616,-3.9176633,39,義守大學,工業管理學系,045142,0.0,0.0,0.0,0.0,0.0,24,0.0,2,123,950,0.4,0.3,5
1970,0,25,0,0,0,29.999999999999996,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,8.739588,26.50198,39,義守大學,娛樂事業管理學系影視娛樂組(國際學院),045352,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,950,0.3,0.4,3
1971,0,25,0,0,0,29.999999999999996,7.0,29.999999999999996,29.999999999999996,29.999999999999996,9.881802,26.555794,39,義守大學,娛樂事業管理學系活動策展組(國際學院),045362,0.0,0.0,0.0,0.0,0.0,24,0.0,1,49,950,0.3,0.4,3
1972,0,12,0,0,0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,7.568762,28.9802,39,義守大學,國際商務學系,045212,0.0,0.0,0.0,0.0,0.0,24,0.0,1,213,950,0.35,0.35,3
1990,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-48.74665,-1.4474499,39,義守大學,公共政策與管理學系,045222,0.0,0.0,0.0,0.0,0.0,24,0.0,1,93,950,0.5,0.3,5
2020,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-29.37664,44.714634,39,義守大學,餐旅管理學系旅館管理組,045262,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,950,0.4,0.3,2
2131,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-47.24322,-2.4160974,39,義守大學,醫務管理學系,045232,0.0,0.0,0.0,0.0,0.0,24,0.0,2,189,950,0.5,0.3,5
1632,0,0,0,0,12,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,3.0,47.28281,-28.358973,39,義守大學,生物醫學工程學系,045122,0.0,0.0,0.0,0.0,0.0,24,0.0,3,243,950,0.5,0.3,1
1658,0,0,0,0,12,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,3.0,47.28281,-28.358973,39,義守大學,化學工程學系,045082,0.0,0.0,0.0,0.0,0.0,24,0.0,2,201,950,0.3,0.4,1
1779,0,50,0,0,0,7.999999999999999,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-1.3092245,-11.650974,39,義守大學,傳播產製英語學士學位學程,045442,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,950,0.4,0.3,7
1968,25,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-43.585995,1.7301978,39,義守大學,應用日語學系,045382,0.0,0.0,0.0,0.0,0.0,24,0.0,1,117,950,0.2,0.5,5
1969,0,0,12,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-45.05995,-7.531484,39,義守大學,通訊工程學系智慧軟體應用組,045052,0.0,0.0,0.0,0.0,0.0,24,0.0,1,54,950,0.5,0.3,5
1996,25,0,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-32.218483,41.1079,39,義守大學,大眾傳播學系,045392,0.0,0.0,0.0,0.0,0.0,24,0.0,1,99,950,0.4,0.3,2
2071,0,0,12,0,0,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-39.286957,-14.559769,39,義守大學,通訊工程學系智慧網通科技組,045062,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,950,0.5,0.3,5
1474,0,0,12,0,0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,29.999999999999996,4.1662226,-47.432957,39,義守大學,材料科學與工程學系,045102,0.0,0.0,0.0,0.0,0.0,24,0.0,2,195,950,0.25,0.5,6
1508,0,0,12,0,0,3.0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,-5.416159,-51.158096,39,義守大學,資訊工程學系,045032,0.0,0.0,0.0,0.0,0.0,24,0.0,3,261,950,0.3,0.4,6
1520,0,0,12,0,0,3.0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,-5.416159,-51.158096,39,義守大學,電子工程學系,045022,0.0,0.0,0.0,0.0,0.0,24,0.0,3,183,950,0.5,0.3,6
1648,0,0,12,0,0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,29.999999999999996,3.2830625,-47.424534,39,義守大學,土木與生態工程學系,045092,0.0,0.0,0.0,0.0,0.0,24,0.0,3,174,950,0.4,0.3,6
1840,0,0,12,0,0,3.0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,-5.416159,-51.158096,39,義守大學,電機工程學系,045012,0.0,0.0,0.0,0.0,0.0,24,0.0,1,339,950,0.35,0.35,6
1966,0,0,12,0,0,29.999999999999996,29.999999999999996,15.000000000000004,29.999999999999996,29.999999999999996,-15.914508,-27.538408,39,義守大學,資訊工程學系(APCS組),045042,0.0,0.0,0.0,0.0,0.0,24,0.0,1,30,950,0.3,0.4,7
2005,0,0,12,0,0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,29.999999999999996,3.364984,-48.014053,39,義守大學,機械與自動化工程學系,045072,0.0,0.0,0.0,0.0,0.0,24,0.0,1,183,950,0.5,0.3,6
1721,0,0,0,0,12,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,3.0,47.04902,-28.157116,65,開南大學,保健營養學系,110162,0.0,0.0,0.0,0.0,0.0,24,0.0,2,54,500,0.5,0.5,1
1450,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-29.362936,45.98201,65,開南大學,法律學系,110132,0.0,0.0,0.0,0.0,0.0,24,0.0,2,147,500,0.5,0.5,2
1940,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-50.113335,-3.731508,65,開南大學,電影與創意媒體學系,110122,0.0,0.0,0.0,0.0,0.0,24,0.0,3,54,500,0.5,0.5,5
1987,0,12,0,0,0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,8.303922,29.428892,65,開南大學,應用英語學系,110152,0.0,0.0,0.0,0.0,0.0,24,0.0,1,45,500,0.5,0.5,3
1913,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.5000000000000004,29.999999999999996,-28.05198,43.057453,65,開南大學,會計學系,110032,0.0,0.0,0.0,0.0,0.0,24,0.0,2,49,500,0.7,0.3,2
1447,0,12,0,0,0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,7.4145994,29.273594,65,開南大學,空運管理學系,110062,0.0,0.0,0.0,0.0,0.0,24,0.0,2,132,500,0.5,0.5,3
1478,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-28.896484,45.41609,65,開南大學,養生與健康行銷學系,110182,0.0,0.0,0.0,0.0,0.0,24,0.0,2,45,500,0.6,0.4,2
1483,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-29.299538,45.257164,65,開南大學,國際企業學系,110022,0.0,0.0,0.0,0.0,0.0,24,0.0,2,63,500,0.5,0.5,2
1504,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.5000000000000004,29.999999999999996,-28.05198,43.057453,65,開南大學,行銷學系,110042,0.0,0.0,0.0,0.0,0.0,24,0.0,3,46,500,0.5,0.5,2
1626,12,0,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-13.148524,-7.8642383,65,開南大學,資訊管理學系(青年儲蓄帳戶組),110102,0.0,0.0,0.0,0.0,0.0,24,0.0,3,50,500,0.4,0.6,7
1660,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-50.425854,-5.1807017,65,開南大學,觀光與餐飲旅館學系,110072,0.0,0.0,0.0,0.0,0.0,24,0.0,2,108,500,0.5,0.5,5
1820,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-28.451475,45.185654,65,開南大學,國際物流與運輸管理學系,110052,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,500,0.5,0.5,2
2038,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-28.382046,45.928844,65,開南大學,企業與創業管理學系,110012,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,500,0.5,0.5,2
2066,0,12,0,0,0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,7.418494,29.355196,65,開南大學,健康產業管理學系,110172,0.0,0.0,0.0,0.0,0.0,24,0.0,1,57,500,0.5,0.5,3
2109,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-30.40721,45.396637,65,開南大學,休閒事業管理學系,110082,0.0,0.0,0.0,0.0,0.0,24,0.0,2,48,500,0.5,0.5,2
2123,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-47.4022,-3.512788,65,開南大學,資訊管理學系,110092,0.0,0.0,0.0,0.0,0.0,24,0.0,2,57,500,0.8,0.2,5
1817,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-29.289782,44.694016,65,開南大學,資訊傳播學系,110112,0.0,0.0,0.0,0.0,0.0,24,0.0,1,63,500,0.5,0.5,2
2114,12,12,0,0,0,3.0,4.0,29.999999999999996,29.999999999999996,29.999999999999996,7.244694,45.147198,65,開南大學,應用日語學系,110142,0.0,0.0,0.0,0.0,0.0,24,0.0,2,165,500,0.5,0.5,3
12,0,50,50,0,50,29.999999999999996,5.000000000000001,6.0,29.999999999999996,3.0,23.471416,-20.158098,7,高雄醫學大學,物理治療學系,007132,0.0,0.0,0.0,0.0,0.0,24,0.0,1,66,1000,0.5,0.0,1
41,50,50,0,0,50,6.0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,-0.027204435,37.587498,7,高雄醫學大學,職能治療學系,007122,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,1200,0.2,0.15,3
88,0,50,50,0,25,29.999999999999996,3.0,4.0,29.999999999999996,6.0,27.008078,-23.472435,7,高雄醫學大學,醫學影像暨放射科學系,007102,0.0,0.0,0.0,0.0,0.0,24,0.0,2,69,1000,0.5,0.0,1
98,0,50,0,0,50,29.999999999999996,3.0,29.999999999999996,29.999999999999996,3.0,45.390095,-15.581419,7,高雄醫學大學,呼吸治療學系,007032,0.0,0.0,0.0,0.0,0.0,24,0.0,2,72,1200,0.2,0.3,1
126,75,75,75,0,75,7.0,3.0,6.0,29.999999999999996,3.0,48.811325,6.382604,7,高雄醫學大學,醫學系(公費生),007222,0.0,0.0,0.0,0.0,0.0,24,0.0,1,24,1500,0.5,0.1,1
166,0,0,0,0,50,29.999999999999996,3.0,29.999999999999996,29.999999999999996,3.0,46.02174,-19.479155,7,高雄醫學大學,醫學檢驗生物技術學系,007092,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,1000,0.4,0.1,1
251,50,75,75,0,75,29.999999999999996,5.000000000000001,4.0,29.999999999999996,3.0,42.011856,3.4056284,7,高雄醫學大學,醫學系(薪火A1組),007232,0.0,0.0,0.0,0.0,0.0,24,0.0,1,6,0,0.0,0.6,1
262,75,75,75,0,75,29.999999999999996,4.0,29.999999999999996,29.999999999999996,3.0,42.517254,-4.4041038,7,高雄醫學大學,藥學系,007062,0.0,0.0,0.0,0.0,0.0,24,0.0,1,231,1150,0.45,0.05,1
309,0,50,0,0,50,29.999999999999996,3.0,29.999999999999996,29.999999999999996,7.999999999999999,46.95466,-15.687405,7,高雄醫學大學,護理學系,007082,0.0,0.0,0.0,0.0,0.0,24,0.0,1,99,1000,0.4,0.2,1
318,50,75,75,0,75,29.999999999999996,5.000000000000001,4.0,29.999999999999996,3.0,42.01253,3.4049563,7,高雄醫學大學,藥學系(薪火A3組),007252,0.0,0.0,0.0,0.0,0.0,24,0.0,3,6,0,0.0,0.6,1
331,0,50,0,0,50,29.999999999999996,7.999999999999999,29.999999999999996,29.999999999999996,3.0,45.20033,-16.72771,7,高雄醫學大學,運動醫學系,007022,0.0,0.0,0.0,0.0,0.0,24,0.0,3,84,1000,0.5,0.15,1
355,75,75,75,0,75,7.0,3.0,6.0,29.999999999999996,3.0,48.811325,6.382604,7,高雄醫學大學,醫學系,007012,0.0,0.0,0.0,0.0,0.0,24,0.0,2,237,1500,0.5,0.1,1
102,0,50,50,0,0,29.999999999999996,5.000000000000001,3.0,29.999999999999996,29.999999999999996,18.909039,-2.0939336,7,高雄醫學大學,公共衛生學系,007112,0.0,0.0,0.0,0.0,0.0,24,0.0,2,72,800,0.5,0.0,4
225,50,50,0,0,50,5.000000000000001,4.0,29.999999999999996,29.999999999999996,3.0,45.09362,-10.465625,7,高雄醫學大學,香粧品學系,007072,0.0,0.0,0.0,0.0,0.0,24,0.0,1,126,1000,0.4,0.2,1
91,25,50,25,0,50,29.999999999999996,7.999999999999999,29.999999999999996,29.999999999999996,3.0,43.7068,-14.154339,7,高雄醫學大學,生物醫學暨環境生物學系,007172,0.0,0.0,0.0,0.0,0.0,24,0.0,2,69,1150,0.4,0.1,1
93,0,0,0,0,50,29.999999999999996,7.999999999999999,29.999999999999996,29.999999999999996,3.0,46.10267,-20.425207,7,高雄醫學大學,生命科學院學士班,007212,0.0,0.0,0.0,0.0,0.0,24,0.0,2,18,800,0.4,0.1,1
145,0,0,0,0,50,29.999999999999996,5.000000000000001,29.999999999999996,29.999999999999996,3.0,45.996162,-19.826473,7,高雄醫學大學,醫藥暨應用化學系醫藥化學組,007152,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1000,0.3,0.2,1
268,0,0,0,0,50,29.999999999999996,7.0,29.999999999999996,29.999999999999996,3.0,46.074528,-20.26771,7,高雄醫學大學,生物科技學系,007182,0.0,0.0,0.0,0.0,0.0,24,0.0,1,66,1150,0.3,0.3,1
287,0,0,0,0,50,29.999999999999996,5.000000000000001,29.999999999999996,29.999999999999996,3.0,45.99639,-19.826445,7,高雄醫學大學,醫藥暨應用化學系應用化學組,007162,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1000,0.3,0.2,1
264,0,50,50,0,25,29.999999999999996,3.0,3.0,29.999999999999996,29.999999999999996,17.851667,-2.9030197,7,高雄醫學大學,心理學系,007192,0.0,0.0,0.0,0.0,0.0,24,0.0,1,84,800,0.6,0.0,4
357,50,50,12,0,0,10.0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,-1.2475514,37.91948,7,高雄醫學大學,醫學社會學與社會工作學系,007202,0.0,0.0,0.0,0.0,0.0,24,0.0,2,111,800,0.5,0.1,3
300,0,25,25,0,0,29.999999999999996,3.0,6.0,29.999999999999996,29.999999999999996,22.179249,-2.14376,7,高雄醫學大學,醫務管理暨醫療資訊學系,007142,0.0,0.0,0.0,0.0,0.0,24,0.0,1,87,800,0.5,0.1,4
125,50,0,0,0,50,3.0,29.999999999999996,29.999999999999996,29.999999999999996,2.0,42.192062,-31.291628,7,高雄醫學大學,薪火招生B組,007262,0.0,0.0,0.0,0.0,0.0,24,0.0,1,18,0,0.0,0.6,1
158,50,75,75,0,75,29.999999999999996,12.000000000000002,9.0,29.999999999999996,6.0,39.55701,3.1927066,7,高雄醫學大學,牙醫學系(薪火A2組),007242,0.0,0.0,0.0,0.0,0.0,24,0.0,1,6,0,0.0,0.6,1
170,50,75,75,0,75,6.0,6.0,6.0,29.999999999999996,2.5,48.747215,5.0361795,7,高雄醫學大學,牙醫學系,007042,0.0,0.0,0.0,0.0,0.0,24,0.0,1,128,1500,0.25,0.1,1
204,0,0,0,0,50,3.0,29.999999999999996,29.999999999999996,29.999999999999996,2.0,42.715267,-27.92498,7,高雄醫學大學,薪火招生C組,007272,0.0,0.0,0.0,0.0,0.0,24,0.0,3,36,0,0.0,0.6,1
213,50,25,25,0,50,29.999999999999996,5.000000000000001,29.999999999999996,29.999999999999996,3.0,42.53923,-8.275191,7,高雄醫學大學,口腔衛生學系,007052,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1000,0.3,0.3,1
323,0,50,0,0,0,3.0,2.0,29.999999999999996,29.999999999999996,29.999999999999996,12.115169,44.41619,7,高雄醫學大學,薪火招生D組,007282,0.0,0.0,0.0,0.0,0.0,24,0.0,3,8,0,0.0,0.6,3
227,50,50,0,0,50,29.999999999999996,5.000000000000001,29.999999999999996,29.999999999999996,3.0,43.204395,-9.576014,61,馬偕醫學院,護理學系,152022,0.0,0.0,0.0,0.0,0.0,24,0.0,1,147,1000,0.4,0.2,1
313,0,88,88,75,88,29.999999999999996,3.0,3.0,7.999999999999999,3.0,12.432268,-20.149794,61,馬偕醫學院,醫學系,152012,0.0,6.25,5.0,5.0,7.5,11,5.0,1,66,1350,0.5,0.4,1
18,50,50,0,0,50,4.0,3.0,29.999999999999996,29.999999999999996,3.0,45.20932,-10.523158,61,馬偕醫學院,聽力暨語言治療學系語言組,152052,0.0,0.0,0.0,0.0,0.0,24,0.0,1,51,1000,0.4,0.2,1
161,50,50,0,0,50,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,4.4732723,-4.8032713,61,馬偕醫學院,聽力暨語言治療學系聽力組,152032,4.5,4.5,4.5,0.0,4.5,4,4.5,1,50,1000,0.4,0.2,4
185,50,50,0,0,50,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,4.4732723,-4.8032713,61,馬偕醫學院,聽力暨語言治療學系聽力組(青年儲蓄帳戶組),152042,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,1000,0.4,0.6,4
517,0,25,0,0,0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,6.913144,27.214136,40,銘傳大學,國際事務與外交學士學位學程（全英語授課．桃園）,046222,0.0,0.0,0.0,0.0,0.0,24,0.0,2,105,900,0.6,0.2,3
801,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-19.829668,-7.613843,40,銘傳大學,公共事務學系（桃園）,046412,3.0,3.0,0.0,3.0,0.0,7,3.0,1,114,900,0.5,0.2,7
861,25,25,0,25,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-19.38962,-3.4056833,40,銘傳大學,動漫文創設計學士學位學程（桃園）,046362,3.0,3.0,0.0,3.0,0.0,7,3.0,2,108,900,0.4,0.2,7
888,25,25,0,25,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-34.431396,4.708103,40,銘傳大學,數位媒體設計學系（桃園）,046332,4.0,4.0,0.0,4.0,0.0,7,4.0,3,204,900,0.4,0.2,5
894,25,25,0,25,0,3.0,3.0,29.999999999999996,3.0,29.999999999999996,-17.952082,32.011356,40,銘傳大學,法律學系（臺北）,046172,0.0,0.0,0.0,0.0,0.0,24,0.0,3,192,900,0.3,0.2,2
1089,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,7.0,29.999999999999996,-27.744005,39.49874,40,銘傳大學,犯罪防治學系（桃園）,046402,6.0,3.0,0.0,6.0,0.0,13,3.0,2,186,900,0.3,0.3,2
1125,25,0,0,25,0,4.0,4.0,29.999999999999996,3.0,29.999999999999996,-18.363646,31.985126,40,銘傳大學,都市規劃與防災學系（桃園）,046352,0.0,0.0,0.0,0.0,0.0,24,0.0,2,108,900,0.5,0.2,2
1068,25,25,0,0,0,3.0,3.0,29.999999999999996,3.0,29.999999999999996,-17.374004,33.56396,40,銘傳大學,建築學系（桃園）,046342,0.0,0.0,0.0,0.0,0.0,24,0.0,2,108,900,0.4,0.2,2
807,0,0,0,0,25,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,3.0,48.098137,-27.648905,40,銘傳大學,生物科技學系生物醫學組（桃園）,046592,5.0,0.0,0.0,0.0,5.0,16,5.0,2,75,900,0.5,0.3,1
852,0,0,0,0,25,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,3.0,48.098137,-27.648905,40,銘傳大學,生物科技學系食品生技組（桃園）,046602,5.0,0.0,0.0,0.0,5.0,16,5.0,2,126,900,0.5,0.3,1
742,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-33.466167,28.897264,40,銘傳大學,應用統計與資料科學學系大數據管理組（桃園）,046442,0.0,0.0,0.0,0.0,0.0,24,0.0,2,102,900,0.5,0.2,2
917,12,0,0,0,0,3.0,29.999999999999996,3.0,29.999999999999996,29.999999999999996,-5.843444,-50.65159,40,銘傳大學,應用統計與資料科學學系應用統計組（桃園）,046432,0.0,0.0,0.0,0.0,0.0,24,0.0,3,90,900,0.5,0.2,6
1078,12,0,0,0,0,3.0,29.999999999999996,3.0,3.0,29.999999999999996,-30.031403,31.057478,40,銘傳大學,經濟與金融學系應用經濟組（桃園）,046462,0.0,0.0,0.0,0.0,0.0,24,0.0,2,123,900,0.5,0.2,2
1304,12,0,0,0,0,3.0,3.0,29.999999999999996,3.0,29.999999999999996,-18.088041,33.840176,40,銘傳大學,經濟與金融學系金融理財組（桃園）,046452,0.0,0.0,0.0,0.0,0.0,24,0.0,2,129,900,0.5,0.2,2
525,25,25,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-42.06179,-1.2893438,40,銘傳大學,華語文教學學系應用語言組（桃園）,046292,0.0,0.0,0.0,0.0,0.0,24,0.0,2,111,900,0.25,0.25,5
590,25,25,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-6.995636,-5.3418856,40,銘傳大學,華語文教學學系（青年儲蓄帳戶組．桃園）,046662,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,900,0.4,0.6,7
654,0,0,0,12,0,3.0,3.0,29.999999999999996,3.0,29.999999999999996,-18.881716,32.85912,40,銘傳大學,會計學系稅務規劃組（臺北）,046052,0.0,0.0,0.0,0.0,0.0,24,0.0,1,195,900,0.4,0.2,2
